id_transacao,id_origem,id_destino,valor,data_transacao,canal,tipo_conta_origem,tipo_conta_destino,instituicao_origem,instituicao_destino,localizacao_origem,localizacao_destino,dispositivo_origem,ip_origem,fingerprint,fraude
T003516,C00370,C00829,118.18,2025-03-10 16:49:00,BOLETO,Pessoa Jurídica,Pessoa Física,Wallet Y,Wallet Y,Gomes da Serra,Alves da Serra,mobile,127.106.238.69,2cfafa50b37e,0
T003517,C00664,C00681,303.37,2025-02-09 15:09:00,DOC,Pessoa Jurídica,Pessoa Física,Banco C,Wallet Y,Ferreira,Vieira,mobile,11.15.37.188,b256904743c2,0
T003518,C01209,C01329,81.89,2025-01-05 06:15:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco C,Banco A,Gomes,Martins,web,249.253.54.171,f08577785aac,0
T003519,C00244,C00736,502.71,2025-03-04 07:18:00,TED,Pessoa Física,Pessoa Jurídica,Banco Digital X,Wallet Y,Gomes de Goiás,Cavalcanti,mobile,131.2.202.113,02129311904c,0
T003520,C00762,C00509,384.25,2025-02-14 12:49:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco C,Banco A,Alves Alegre,Nogueira do Oeste,web,39.5.204.45,639093debee5,0
T003521,C00323,C01499,59.34,2025-01-31 16:56:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco A,Banco Digital X,da Mata de Correia,Martins dos Dourados,caixa_eletronico,13.97.28.113,135e8e72902c,0
T003522,C00578,C00930,1192.75,2025-01-03 13:53:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco A,Banco C,da Mota da Praia,Fernandes,caixa_eletronico,166.226.184.161,406714486a9c,0
T003523,FRAUD015,FRAUD016,1144.48,2025-02-08 04:40:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,da Cunha,da Cunha,mobile,192.168.1.4,74bca729008b,1
T003524,C00193,C00284,165.51,2025-03-26 17:54:00,PIX,Pessoa Física,Pessoa Física,Wallet Y,Wallet Y,Martins de da Cunha,Rezende do Campo,caixa_eletronico,59.20.53.188,4c9813bc4912,0
T003525,C00671,C00341,1.39,2025-02-17 05:34:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco A,Souza,Campos,mobile,242.218.67.137,2a8123b8589c,0
T003526,C00411,C01427,843.3,2025-02-26 05:57:00,DOC,Pessoa Física,Pessoa Jurídica,Banco A,Banco A,da Paz dos Dourados,da Luz do Sul,web,179.138.184.55,a37144fca9b8,0
T003527,C00329,C00104,111.67,2025-03-07 00:40:00,BOLETO,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco A,Aragão Paulista,Costela,caixa_eletronico,32.97.80.42,e1663d8768de,0
T003528,C01492,C01340,194.74,2025-02-06 02:11:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco B,Wallet Y,da Cunha do Campo,Teixeira,mobile,57.217.221.222,3d9621764d14,0
T003529,C00671,C00533,176.0,2025-02-28 11:20:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco A,Banco A,Ferreira,Barbosa de Minas,web,216.225.133.170,2a8123b8589c,0
T003530,C01143,C00496,91.93,2025-03-02 00:39:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco A,Campos do Sul,Duarte,mobile,13.110.239.197,34cbd53b372b,0
T003531,C00914,C00503,6.73,2025-02-28 16:31:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco A,Sales,Cardoso,caixa_eletronico,200.184.79.41,3c3426cceed1,0
T003532,C01076,C01075,404.28,2025-02-25 04:31:00,TED,Pessoa Física,Pessoa Jurídica,Banco A,Banco A,da Rosa,Lopes de Caldeira,caixa_eletronico,180.231.140.166,9be3213d0739,0
T003533,C00327,C00822,850.2,2025-01-12 18:52:00,TED,Pessoa Física,Pessoa Física,Banco B,Wallet Y,Melo,das Neves de Minas,web,31.124.10.4,3fec905914c0,0
T003534,C01233,C01342,215.05,2025-03-23 01:09:00,TED,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco Digital X,Gonçalves de Minas,Rezende do Galho,web,178.62.39.39,728ddba19169,0
T003535,C01471,C00724,35.05,2025-02-22 16:26:00,DOC,Pessoa Física,Pessoa Jurídica,Wallet Y,Wallet Y,Oliveira,Martins,web,126.165.240.223,01d3222ec754,0
T003536,C00142,C00588,156.96,2025-03-16 17:07:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco A,Rocha,Dias dos Dourados,web,113.73.100.53,50dfad78b3a5,0
T003537,C00808,C01158,8.96,2025-01-30 01:26:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco B,Barros de Ferreira,Cunha,web,188.223.223.202,c04a5da846f5,0
T003538,C00934,C00039,225.47,2025-02-02 11:37:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,Peixoto Paulista,Gomes,web,213.116.144.193,12fc83be0c15,0
T003539,C00497,C01200,91.46,2025-02-15 01:17:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco Digital X,Gonçalves das Flores,Mendes,caixa_eletronico,165.192.195.21,31fb74ba627d,0
T003540,C00060,C00008,55.96,2025-02-12 06:04:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco Digital X,da Rocha do Sul,Viana da Serra,web,41.150.215.177,03868b8923c1,0
T003541,C00414,C00334,155.89,2025-01-06 16:29:00,TED,Pessoa Física,Pessoa Jurídica,Wallet Y,Wallet Y,Cardoso do Oeste,da Mota,caixa_eletronico,164.25.41.45,b315444890d1,0
T003542,C00384,C00015,287.66,2025-03-12 21:55:00,PIX,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco B,Rodrigues do Amparo,Pires de Aragão,caixa_eletronico,193.213.157.225,a1f6a522e32a,0
T003543,C00111,C01201,58.2,2025-02-16 19:55:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco A,Dias,Ramos,mobile,67.154.248.31,72805118a883,0
T003544,FRAUD111,FRAUD110,602.75,2025-01-05 02:21:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Cardoso,Cardoso,mobile,192.168.1.23,7753b07c4fb0,1
T003545,C00099,C01328,117.01,2025-02-14 11:54:00,DOC,Pessoa Física,Pessoa Física,Banco A,Banco A,Moreira,Cardoso,web,120.16.60.226,803d0e99b221,0
T003546,C01260,C00177,78.88,2025-01-13 11:04:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Teixeira Paulista,Farias do Oeste,caixa_eletronico,83.97.220.152,71480f41fd90,0
T003547,C00601,C01237,41.82,2025-03-17 05:55:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco A,Novaes de Lopes,Rezende,mobile,217.165.219.95,976353c7cd0d,0
T003548,C01105,C00833,15.93,2025-02-23 17:58:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco B,Banco A,Rocha,Peixoto Alegre,caixa_eletronico,104.92.123.26,b3a655d0ce1b,0
T003549,C00326,C00751,518.16,2025-03-07 11:53:00,DOC,Pessoa Física,Pessoa Jurídica,Banco C,Banco C,Lopes do Amparo,Rodrigues das Flores,caixa_eletronico,164.162.232.95,03b1d86553ad,0
T003550,C00767,C00359,702.77,2025-03-27 13:27:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Wallet Y,Caldeira,Barbosa de Minas,mobile,57.15.92.211,e03d13d7467f,0
T003551,C01210,C01284,206.88,2025-03-29 21:44:00,PIX,Pessoa Física,Pessoa Física,Banco B,Banco C,Nogueira de Cunha,Dias,web,30.126.157.97,971187cc30d8,0
T003552,C00199,C00109,20.3,2025-02-03 12:01:00,TED,Pessoa Física,Pessoa Jurídica,Banco C,Banco A,Duarte da Praia,Azevedo,web,116.11.152.17,8abad022f8b2,0
T003553,C01322,C00997,356.16,2025-03-23 02:05:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco B,Lopes de Lima,Carvalho Grande,web,35.190.58.244,cc0128045bb9,0
T003554,C01463,C00784,26.21,2025-01-24 22:37:00,TED,Pessoa Física,Pessoa Jurídica,Banco B,Banco A,Pinto,Jesus da Praia,web,57.133.112.73,7c55b06b92b4,0
T003555,FRAUD028,FRAUD029,681.51,2025-01-06 22:08:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Cavalcanti do Campo,Cavalcanti do Campo,web,192.168.1.6,5681ee7f10f6,1
T003556,C00386,C01228,375.26,2025-01-07 22:08:00,TED,Pessoa Física,Pessoa Física,Banco C,Banco Digital X,Pinto,Araújo das Flores,mobile,131.60.60.53,7c41c4e3e63a,0
T003557,C00495,C00956,525.26,2025-01-12 03:39:00,DOC,Pessoa Jurídica,Pessoa Física,Banco B,Banco A,Peixoto,Cardoso de Goiás,mobile,84.196.214.127,6ff57331ace2,0
T003558,C00345,C00790,199.44,2025-01-13 06:14:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco B,Rodrigues das Flores,da Cunha,web,65.210.70.175,f1b911acbe9f,0
T003559,C00043,C00302,69.38,2025-03-03 23:53:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Almeida,Rocha Alegre,web,103.139.34.203,5473f5c10034,0
T003560,C00577,C00728,314.93,2025-02-02 17:04:00,TED,Pessoa Física,Pessoa Jurídica,Banco A,Banco B,Rezende,Rocha,web,134.221.205.153,806db6a7b7c1,0
T003561,C00662,C00121,318.15,2025-01-02 23:52:00,TED,Pessoa Física,Pessoa Física,Wallet Y,Banco C,Alves,Barbosa de Lopes,mobile,105.202.51.172,434785f7f6c0,0
T003562,C00632,C00515,35.2,2025-02-25 16:23:00,TED,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco Digital X,Moreira,Costa,caixa_eletronico,108.58.68.207,1073a1f0f8ec,0
T003563,C00846,C00764,323.41,2025-03-06 20:27:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco C,Banco Digital X,Caldeira do Campo,Silveira,caixa_eletronico,120.210.180.240,f241bc6462ca,0
T003564,C01274,C00654,261.32,2025-02-01 09:00:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco Digital X,Barros,Porto,caixa_eletronico,60.183.250.161,a1c9d7d624ab,0
T003565,C00633,C00412,581.79,2025-02-05 03:37:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco Digital X,Melo das Flores,Farias dos Dourados,mobile,15.22.193.218,42f251eacf9f,0
T003566,C00486,C00078,1380.12,2025-01-29 05:59:00,PIX,Pessoa Física,Pessoa Jurídica,Banco C,Banco Digital X,da Cruz das Pedras,Araújo,caixa_eletronico,14.40.102.60,dab15f4e2c60,0
T003567,C00493,C00990,428.71,2025-03-20 13:43:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Banco Digital X,Cardoso,Caldeira da Praia,web,162.23.124.223,2d66a6c49b74,0
T003568,C01394,C00476,420.71,2025-01-11 18:23:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,da Cruz dos Dourados,da Costa do Campo,caixa_eletronico,236.121.85.176,6f29a4821ffb,0
T003569,C00392,C00832,0.23,2025-02-28 05:42:00,PIX,Pessoa Física,Pessoa Física,Banco C,Banco A,Dias do Amparo,Monteiro,caixa_eletronico,109.108.146.174,218b2682b7e0,0
T003570,C01378,C01295,152.82,2025-01-16 08:10:00,PIX,Pessoa Física,Pessoa Jurídica,Banco A,Banco B,Barros de Martins,Santos Paulista,web,223.71.204.113,82b358d5db46,0
T003571,C01376,C00790,63.21,2025-02-17 13:19:00,TED,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Rodrigues do Galho,Pinto,caixa_eletronico,154.30.135.87,7d000a2dae6e,0
T003572,C00016,C00163,85.23,2025-03-08 09:01:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Banco C,Santos de Barros,Pires,web,53.133.95.30,133c2721a048,0
T003573,C00244,C01029,123.59,2025-03-03 06:54:00,PIX,Pessoa Física,Pessoa Física,Wallet Y,Banco A,Moreira do Norte,Teixeira de Novaes,web,27.238.144.159,02129311904c,0
T003574,C01332,C00726,24.65,2025-02-08 01:17:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco B,da Luz dos Dourados,Nogueira,caixa_eletronico,242.177.241.127,7879281086a7,0
T003575,C00992,C00685,350.92,2025-01-30 22:35:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco B,Banco B,Nunes,da Luz Grande,caixa_eletronico,32.134.127.79,b593ea0b7c97,0
T003576,C00679,C01119,239.34,2025-01-30 15:38:00,TED,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco A,Caldeira de Lima,Campos do Norte,web,50.236.139.213,6af728214493,0
T003577,C01330,C01466,1105.33,2025-01-23 09:46:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Banco C,da Cruz,Duarte do Sul,web,22.72.111.86,e0eb617033e5,0
T003578,C00739,C00515,22.45,2025-03-27 22:41:00,TED,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco A,Lopes de Sales,Carvalho de Goiás,mobile,87.3.202.170,ae748672e350,0
T003579,C01191,C01065,35.06,2025-01-16 18:49:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Wallet Y,Nascimento,Rocha,caixa_eletronico,222.172.93.254,d2e9652f0981,0
T003580,C00236,C00206,826.27,2025-02-08 17:19:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco A,Viana do Campo,Monteiro,web,198.195.34.226,ff8a97f5484e,0
T003581,C00156,C00763,41.91,2025-03-10 04:36:00,DOC,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco B,Cavalcanti da Mata,Farias,web,149.213.255.205,f1ddcb1f81d0,0
T003582,C00463,C00480,396.79,2025-03-26 15:23:00,PIX,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,Barbosa de da Cruz,Rocha,caixa_eletronico,174.71.36.126,370a02dcb5ab,0
T003583,C00205,C00966,23.49,2025-02-13 08:14:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco A,Nogueira de Goiás,Vieira,mobile,107.43.210.20,b2a3c02178bd,0
T003584,C00060,C01185,600.42,2025-03-04 01:56:00,DOC,Pessoa Física,Pessoa Jurídica,Banco Digital X,Wallet Y,Oliveira,da Luz do Oeste,web,145.95.7.174,03868b8923c1,0
T003585,C01011,C00812,192.33,2025-02-02 03:56:00,PIX,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Novaes Paulista,Novaes,caixa_eletronico,238.8.234.182,b2220b3df5e7,0
T003586,C00779,C01240,574.37,2025-02-27 05:03:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco C,Banco B,Ferreira do Oeste,Nascimento do Amparo,web,248.78.37.95,18d2759053f4,0
T003587,C00096,C00174,14.37,2025-03-19 05:44:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco Digital X,Viana de Carvalho,Fernandes do Oeste,web,20.6.127.47,39db6227b76e,0
T003588,C01361,C01006,70.74,2025-02-22 05:32:00,DOC,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco B,Carvalho da Praia,Farias da Serra,mobile,36.138.57.43,d347485f883d,0
T003589,FRAUD031,FRAUD032,1189.28,2025-02-03 06:41:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Ramos,Ramos,mobile,192.168.1.7,126bf3f832b6,1
T003590,C00192,C00198,263.89,2025-01-25 19:27:00,TED,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Souza,Farias,mobile,216.114.110.172,7a5348e2288d,0
T003591,C00934,C01252,93.2,2025-01-16 12:52:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco A,Banco Digital X,Rezende das Pedras,da Paz,caixa_eletronico,214.112.32.103,12fc83be0c15,0
T003592,C01297,C00946,35.75,2025-01-11 18:52:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,da Costa,Monteiro do Norte,web,217.156.214.225,0019f17d8de5,0
T003593,C00736,C00130,129.82,2025-01-17 08:20:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco Digital X,Monteiro,Ribeiro,caixa_eletronico,155.137.19.29,7613b1b3c686,0
T003594,C00932,C00482,81.8,2025-03-24 01:10:00,TED,Pessoa Física,Pessoa Física,Banco A,Banco C,Gonçalves,Castro de Sales,web,75.217.247.186,37c2cdc45e73,0
T003595,C01465,C00269,103.66,2025-02-27 21:23:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco B,da Conceição do Amparo,Freitas,web,198.79.87.147,de249c23078a,0
T003596,C00834,C01360,115.4,2025-01-01 10:41:00,TED,Pessoa Física,Pessoa Jurídica,Banco B,Banco A,Sales das Pedras,Cavalcanti da Mata,web,171.68.54.60,15d8bbb2733f,0
T003597,C00847,C00114,109.56,2025-03-18 00:18:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Wallet Y,da Costa de Gonçalves,Mendes,mobile,63.169.181.33,d20957165c19,0
T003598,C01461,C00508,331.42,2025-01-15 18:05:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco B,Peixoto do Campo,Cardoso,mobile,83.235.250.202,8a9d0bab971c,0
T003599,C00484,C00047,21.01,2025-03-27 01:40:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco B,Cunha de Pereira,Teixeira,caixa_eletronico,244.69.191.165,278dd76a69be,0
T003600,C01437,C01316,14.47,2025-02-11 15:37:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco C,Cardoso das Flores,Lopes da Prata,web,134.245.91.12,98466a397fef,0
T003601,C00106,C00447,290.89,2025-03-16 17:18:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco A,Banco A,Pires,Novaes do Norte,web,75.113.76.223,0f1c20947646,0
T003602,C01003,C00500,249.26,2025-02-18 23:45:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco A,Cavalcanti do Oeste,Correia de Minas,caixa_eletronico,120.191.107.227,bf17eee5c11b,0
T003603,C00939,C01211,255.97,2025-01-06 04:40:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco Digital X,Gonçalves da Mata,Caldeira,mobile,173.54.213.73,6911cfb5767c,0
T003604,C00327,C00566,358.49,2025-02-11 21:12:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Wallet Y,das Neves,da Rocha,mobile,171.214.162.35,3fec905914c0,0
T003605,C00527,C00387,367.8,2025-01-01 11:56:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco B,Lima do Oeste,Lopes,caixa_eletronico,215.161.209.185,b902f0c53666,0
T003606,C01401,C01229,421.0,2025-03-15 07:42:00,PIX,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco Digital X,Novaes,Correia,caixa_eletronico,104.35.174.6,2fbd03ec4f72,0
T003607,C01436,C01232,261.59,2025-02-13 21:16:00,PIX,Pessoa Física,Pessoa Física,Banco C,Wallet Y,Souza da Serra,da Rocha,web,77.220.116.111,b25cc0a08ace,0
T003608,C00135,C01021,1346.54,2025-01-29 07:10:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco Digital X,Costela,Azevedo do Oeste,caixa_eletronico,167.33.139.2,52291acbf3c3,0
T003609,C01224,C00576,330.86,2025-02-14 23:42:00,DOC,Pessoa Jurídica,Pessoa Física,Banco C,Banco C,Novaes da Prata,da Costa Verde,mobile,48.22.50.131,d6c5804cee3b,0
T003610,C00286,C00397,339.47,2025-01-15 00:46:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco A,Jesus,Rocha dos Dourados,web,122.203.105.124,cfd252aa7776,0
T003611,C00004,C01268,18.16,2025-01-24 11:29:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco Digital X,Ferreira das Pedras,Fogaça Verde,caixa_eletronico,207.248.248.77,606e1adfc5b4,0
T003612,C01418,C00268,317.24,2025-03-02 15:11:00,TED,Pessoa Física,Pessoa Jurídica,Banco A,Banco A,Fogaça Paulista,Cardoso Alegre,caixa_eletronico,131.126.64.174,7cd115814636,0
T003613,C01467,C01200,1355.94,2025-03-01 10:18:00,PIX,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Fogaça,Sales,mobile,221.27.31.224,43c0d0c556d3,0
T003614,C01307,C00003,253.34,2025-03-14 04:25:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Novaes,das Neves do Amparo,mobile,39.95.103.16,4c0f9fd96816,0
T003615,C00526,C00065,855.74,2025-01-12 20:56:00,PIX,Pessoa Jurídica,Pessoa Física,Wallet Y,Wallet Y,Ferreira,Rodrigues,mobile,193.144.78.47,f5c68e3a09b4,0
T003616,C00779,C01084,73.33,2025-01-10 20:53:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco A,Silveira Grande,Mendes da Prata,web,164.48.252.121,18d2759053f4,0
T003617,C01304,C00023,297.4,2025-01-01 03:09:00,TED,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco Digital X,Santos de Minas,Vieira da Praia,mobile,198.141.156.172,f6681d3ad06f,0
T003618,C01412,C00879,307.04,2025-03-07 12:50:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco A,Wallet Y,Silveira do Galho,da Conceição de Minas,web,110.141.229.126,915cd521f17a,0
T003619,C01231,C01473,317.73,2025-01-06 13:19:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco C,Banco C,Rezende do Galho,Nogueira Verde,web,63.13.10.36,c9bd0f82e371,0
T003620,C00572,C00785,394.96,2025-01-13 11:47:00,BOLETO,Pessoa Física,Pessoa Física,Wallet Y,Banco A,Pires,da Paz,web,210.183.245.248,0718af74f632,0
T003621,C01390,C00772,129.6,2025-02-28 06:49:00,BOLETO,Pessoa Física,Pessoa Física,Banco B,Banco Digital X,Ribeiro de Goiás,Duarte do Galho,mobile,250.228.182.231,7b8f71b4dffc,0
T003622,FRAUD046,FRAUD045,1100.2,2025-01-06 11:18:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Lopes,Lopes,mobile,192.168.1.10,738bcf079559,1
T003623,C00509,C01022,203.32,2025-01-06 11:52:00,BOLETO,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco Digital X,Novaes,Nunes,mobile,152.88.49.233,80a447573673,0
T003624,C00338,C01269,71.64,2025-01-08 20:33:00,TED,Pessoa Física,Pessoa Física,Banco A,Banco A,Cardoso de da Paz,Aragão,web,161.156.17.83,6b030da407a4,0
T003625,C00851,C01442,130.28,2025-02-08 03:30:00,DOC,Pessoa Jurídica,Pessoa Física,Banco C,Banco Digital X,Gonçalves de Mendes,Freitas do Galho,web,13.213.9.218,8a1d3280b99e,0
T003626,C00666,C00655,90.31,2025-03-28 21:27:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Wallet Y,Banco A,Lopes de Goiás,Duarte,web,193.74.247.17,1c0b9c4064a7,0
T003627,C01426,C00767,0.15,2025-03-27 03:04:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco C,Castro,Rezende,caixa_eletronico,113.109.92.135,b31e3610b7a7,0
T003628,C01253,C01115,78.89,2025-01-16 20:19:00,PIX,Pessoa Jurídica,Pessoa Física,Banco A,Banco A,Farias dos Dourados,Campos de da Cruz,mobile,110.239.178.172,42c15f33d24b,0
T003629,C01179,C00795,70.7,2025-02-02 07:04:00,TED,Pessoa Física,Pessoa Física,Wallet Y,Banco C,Castro,Alves de Farias,caixa_eletronico,188.183.14.180,64d911e66271,0
T003630,C00330,C01486,208.34,2025-03-19 17:05:00,DOC,Pessoa Física,Pessoa Física,Banco A,Banco B,da Conceição,Barbosa de Porto,caixa_eletronico,126.169.30.93,0c4a876b362c,0
T003631,C00479,C00545,67.29,2025-01-17 13:42:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco B,Banco C,Almeida,Campos,web,70.10.128.243,4ba0a54388b1,0
T003632,C01123,C00110,92.92,2025-01-03 09:35:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Wallet Y,Pires do Galho,Barros,mobile,31.199.158.117,92c65a1ad947,0
T003633,C00222,C00340,217.36,2025-01-27 03:01:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Azevedo de Pinto,Carvalho de Peixoto,web,116.165.252.9,effd723bbb71,0
T003634,FRAUD151,FRAUD152,1398.01,2025-02-07 10:30:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Fogaça de Goiás,Fogaça de Goiás,web,192.168.1.31,dca11270e11c,1
T003635,C00513,C01023,517.55,2025-03-20 15:44:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Wallet Y,Santos das Flores,Peixoto Paulista,caixa_eletronico,40.230.222.115,488c5e55aa81,0
T003636,C00783,C00672,52.67,2025-01-24 17:31:00,PIX,Pessoa Física,Pessoa Física,Banco C,Banco Digital X,Rodrigues,Monteiro,mobile,82.176.58.98,1751160be0c4,0
T003637,C00095,C01079,199.03,2025-01-02 22:29:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Banco C,Monteiro,Moreira de da Conceição,mobile,104.30.239.155,35fbfd68897b,0
T003638,C00976,C00008,482.36,2025-02-05 05:37:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco C,Oliveira,Porto do Sul,web,89.69.15.250,709a6ce7e105,0
T003639,C01014,C00295,151.44,2025-03-25 08:41:00,PIX,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco C,Fernandes,Cavalcanti,mobile,148.49.97.12,097eabfd30a6,0
T003640,C01147,C00909,385.79,2025-03-10 10:59:00,TED,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco B,Cavalcanti,Silveira da Prata,mobile,213.79.91.143,b66739bc0208,0
T003641,C01228,C01141,256.05,2025-03-24 18:34:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Viana,Fernandes do Oeste,web,90.86.119.192,a39e9384b93f,0
T003642,C00935,C00375,372.14,2025-01-16 03:20:00,TED,Pessoa Jurídica,Pessoa Física,Banco Digital X,Wallet Y,Sales,Pereira,web,25.134.106.74,5377e7e4f2dc,0
T003643,C00464,C00743,114.87,2025-02-23 11:32:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,Lima de Pinto,Ribeiro,mobile,38.191.215.215,68b874646bf2,0
T003644,C00104,C01458,1541.28,2025-03-24 18:32:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco B,Freitas,Fernandes,web,160.145.152.141,5c93756ba96a,0
T003645,C00720,C00091,1119.61,2025-01-05 10:24:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco Digital X,da Rosa de Cavalcanti,Ramos,caixa_eletronico,78.213.242.96,74a0fbf07546,0
T003646,C00735,C00586,504.7,2025-01-14 02:23:00,BOLETO,Pessoa Física,Pessoa Física,Banco A,Wallet Y,Cunha,Sales,caixa_eletronico,221.40.69.139,226171569392,0
